"행정구역","2025년01월_계_총인구수","2025년01월_계_연령구간인구수","2025년01월_계_0~9세","2025년01월_계_10~19세","2025년01월_계_20~29세","2025년01월_계_30~39세","2025년01월_계_40~49세","2025년01월_계_50~59세","2025년01월_계_60~69세","2025년01월_계_70~79세","2025년01월_계_80~89세","2025년01월_계_90~99세","2025년01월_계_100세 이상"
"전라남도 목포시 옥암동(4611079000)","10,632","10,632","718","1,425","1,291","1,103","1,899","1,949","1,320","613","272","41","1"
"전라남도 목포시 부흥동(4611080000)","7,920","7,920","365","739","1,062","890","1,248","1,576","1,221","501","270","47","1"
"전라남도 목포시 부주동(4611081000)","22,112","22,112","1,745","3,451","2,810","2,319","4,295","4,123","2,215","829","276","47","2"
"전라남도 여수시 (4613000000)","267,338","267,338","15,634","23,990","28,096","27,385","37,008","47,069","45,275","27,653","13,188","1,975","65"
"전라남도 여수시 돌산읍(4613025000)","2,359","2,359","24","62","93","98","163","349","628","522","356","60","4"
"전라남도 여수시 돌산읍우두출장소(4613025100)","7,992","7,992","290","637","601","585","1,080","1,383","1,615","1,125","585","87","4"
"전라남도 여수시 돌산읍죽포출장소(4613025200)","1,782","1,782","23","40","94","69","94","288","455","421","245","49","4"
"전라남도 여수시 소라면(4613031000)","21,515","21,515","1,762","2,271","2,110","2,422","3,321","3,743","3,329","1,554","871","128","4"
"전라남도 여수시 율촌면(4613032000)","6,041","6,041","158","318","377","365","634","1,032","1,326","1,019","677","131","4"
"전라남도 여수시 화양면(4613033000)","6,050","6,050","110","217","359","304","449","1,076","1,524","1,115","745","146","5"
"전라남도 여수시 남면(4613034000)","2,642","2,642","35","98","93","96","197","403","685","589","380","64","2"
"전라남도 여수시 화정면(4613035000)","1,261","1,261","9","19","36","42","75","172","340","283","246","37","2"
"전라남도 여수시 화정면개도출장소(4613035600)","758","758","7","36","26","20","53","137","182","164","109","24","0"
"전라남도 여수시 삼산면(4613036000)","1,952","1,952","42","70","95","105","189","371","543","326","178","31","2"
"전라남도 여수시 동문동(4613051500)","3,943","3,943","122","269","298","323","447","572","776","776","323","37","0"
"전라남도 여수시 한려동(4613053500)","2,651","2,651","60","124","242","254","276","418","488","514","243","32","0"
"전라남도 여수시 중앙동(4613057000)","3,734","3,734","87","192","273","245","408","595","815","750","336","33","0"
"전라남도 여수시 충무동(4613060000)","3,413","3,413","50","156","263","219","290","571","700","715","405","43","1"
"전라남도 여수시 광림동(4613062500)","5,417","5,417","129","275","444","426","590","911","1,179","970","443","49","1"
"전라남도 여수시 서강동(4613063500)","3,842","3,842","136","194","384","347","437","543","798","641","316","44","2"
"전라남도 여수시 대교동(4613065500)","4,557","4,557","97","184","297","312","469","705","1,024","954","466","49","0"
"전라남도 여수시 국동(4613067000)","10,165","10,165","405","775","860","865","1,260","1,658","2,201","1,472","611","54","4"
"전라남도 여수시 월호동(4613068500)","7,153","7,153","413","605","647","671","924","1,122","1,417","944","371","37","2"
"전라남도 여수시 여서동(4613070000)","15,919","15,919","617","1,388","1,773","1,463","2,111","2,807","3,170","1,711","768","110","1"
"전라남도 여수시 문수동(4613071000)","18,740","18,740","1,145","1,955","2,055","1,819","2,943","3,313","2,881","1,806","711","108","4"
"전라남도 여수시 미평동(4613073000)","11,177","11,177","447","911","1,624","1,072","1,433","2,139","1,922","1,088","480","60","1"
"전라남도 여수시 둔덕동(4613074000)","9,473","9,473","466","950","1,262","891","1,294","1,953","1,545","804","278","30","0"
"전라남도 여수시 만덕동(4613076500)","10,136","10,136","777","1,013","926","1,051","1,586","1,509","1,659","1,071","466","77","1"
"전라남도 여수시 쌍봉동(4613078000)","31,264","31,264","2,046","3,391","4,270","3,829","4,683","6,019","4,306","1,907","705","102","6"
"전라남도 여수시 시전동(4613079000)","43,510","43,510","4,824","5,171","4,955","6,412","7,504","7,286","4,744","1,846","654","111","3"
"전라남도 여수시 여천동(4613080000)","19,227","19,227","737","1,499","2,536","2,070","2,449","4,046","3,514","1,578","665","126","7"
"전라남도 여수시 주삼동(4613081000)","7,563","7,563","580","1,039","847","844","1,408","1,333","769","482","219","42","0"
"전라남도 여수시 삼일동(4613082000)","2,024","2,024","27","81","179","129","164","402","486","325","195","36","0"
"전라남도 여수시 묘도동(4613083000)","1,078","1,078","9","50","77","37","77","213","254","181","141","38","1"
"전라남도 순천시 (4615000000)","276,153","276,153","19,032","28,067","31,602","32,132","39,282","48,878","41,992","21,310","11,670","2,141","47"
"전라남도 순천시 승주읍(4615025000)","2,383","2,383","35","67","110","102","136","387","647","424","405","70","0"
"전라남도 순천시 해룡면(4615031000)","4,144","4,144","72","154","269","224","306","760","1,040","684","506","128","1"
"전라남도 순천시 해룡면상삼출장소(4615031500)","18,055","18,055","1,124","2,116","2,814","2,288","2,729","3,969","2,050","600","312","52","1"
"전라남도 순천시 해룡면신대출장소(4615031600)","32,475","32,475","4,598","5,529","3,041","5,325","7,171","4,268","1,790","546","165","41","1"
"전라남도 순천시 서면(4615032000)","15,271","15,271","1,191","1,276","1,364","2,034","2,018","2,584","2,477","1,417","767","141","2"
"전라남도 순천시 황전면(4615033000)","2,660","2,660","21","72","102","76","142","404","679","606","453","103","2"
"전라남도 순천시 월등면(4615034000)","1,623","1,623","23","38","65","65","87","256","481","314","246","47","1"
"전라남도 순천시 주암면(4615035000)","2,863","2,863","44","90","107","116","152","412","771","581","476","112","2"
"전라남도 순천시 송광면(4615036000)","1,357","1,357","7","20","47","44","80","234","366","257","261","39","2"
"전라남도 순천시 외서면(4615037000)","760","760","11","18","27","21","34","105","209","151","148","35","1"
"전라남도 순천시 낙안면(4615038000)","2,872","2,872","49","115","123","117","170","414","758","597","441","83","5"
"전라남도 순천시 별량면(4615039000)","5,159","5,159","87","215","288","229","357","844","1,300","921","760","155","3"
"전라남도 순천시 상사면(4615040000)","2,800","2,800","56","97","219","149","187","516","755","398","341","79","3"
"전라남도 순천시 향동(4615051500)","3,194","3,194","87","220","259","246","301","476","644","590","322","48","1"
"전라남도 순천시 매곡동(4615054000)","6,266","6,266","370","478","995","684","739","919","920","686","415","60","0"
"전라남도 순천시 삼산동(4615055000)","28,840","28,840","2,122","2,843","3,955","3,597","4,048","4,870","4,352","2,081","810","157","5"
"전라남도 순천시 조곡동(4615056000)","7,127","7,127","444","619","775","849","921","1,285","1,188","660","339","45","2"
"전라남도 순천시 덕연동(4615057000)","39,706","39,706","2,130","4,315","5,076","4,057","5,732","7,877","6,632","2,673","1,031","182","1"
"전라남도 순천시 풍덕동(4615058000)","6,808","6,808","227","459","681","589","786","1,086","1,409","965","543","62","1"
"전라남도 순천시 남제동(4615059000)","7,600","7,600","200","476","714","623","768","1,370","1,640","1,165","567","76","1"
"전라남도 순천시 저전동(4615060000)","2,530","2,530","75","135","213","243","240","381","513","452","247","31","0"
"전라남도 순천시 장천동(4615061000)","1,855","1,855","30","58","161","149","195","341","456","304","129","30","2"
"전라남도 순천시 중앙동(4615062000)","2,517","2,517","63","121","228","241","277","446","529","384","201","27","0"
"전라남도 순천시 도사동(4615063500)","16,965","16,965","1,358","1,823","1,656","1,826","2,715","2,927","2,557","1,288","680","129","6"
"전라남도 순천시 왕조1동(4615066100)","43,433","43,433","3,551","4,745","5,824","6,194","6,491","8,149","5,554","1,906","850","165","4"
"전라남도 순천시 왕조2동(4615066500)","16,890","16,890","1,057","1,968","2,489","2,044","2,500","3,598","2,275","660","255","44","0"
"전라남도 나주시 (4617000000)","116,710","116,710","8,637","10,322","10,590","14,162","16,617","17,553","18,494","11,501","7,511","1,286","37"
"전라남도 나주시 남평읍(4617025000)","11,699","11,699","857","927","824","1,236","1,707","1,885","2,181","1,253","693","131","5"
"전라남도 나주시 세지면(4617031000)","2,359","2,359","20","109","138","105","183","354","594","448","343","64","1"
"전라남도 나주시 왕곡면(4617032000)","2,578","2,578","40","78","182","133","195","435","624","460","356","74","1"
"전라남도 나주시 반남면(4617033000)","1,262","1,262","8","22","56","60","90","195","328","263","206","33","1"
"전라남도 나주시 공산면(4617034000)","2,124","2,124","47","123","108","93","181","330","489","386","322","43","2"
"전라남도 나주시 동강면(4617035000)","2,249","2,249","31","69","112","94","155","339","565","438","366","79","1"
"전라남도 나주시 다시면(4617036000)","3,320","3,320","42","117","162","176","250","525","868","607","494","76","3"
"전라남도 나주시 문평면(4617037000)","1,761","1,761","13","33","77","83","103","268","507","307","309","59","2"
"전라남도 나주시 노안면(4617038000)","4,206","4,206","60","107","207","213","280","700","1,190","760","560","125","4"
"전라남도 나주시 금천면(4617039000)","6,852","6,852","471","424","655","997","856","1,015","1,170","729","471","62","2"
"전라남도 나주시 산포면(4617040000)","3,099","3,099","43","117","215","184","259","544","795","515","370","54","3"
"전라남도 나주시 다도면(4617042000)","1,794","1,794","20","65","84","81","104","313","507","302","269","49","0"
"전라남도 나주시 봉황면(4617043000)","3,842","3,842","49","117","210","170","268","605","1,040","748","540","90","5"
"전라남도 나주시 송월동(4617051000)","8,058","8,058","497","771","1,132","1,069","1,142","1,459","1,048","577","316","46","1"
"전라남도 나주시 영강동(4617052000)","2,614","2,614","103","166","277","269","316","477","486","312","175","33","0"
"전라남도 나주시 금남동(4617054000)","4,377","4,377","154","267","420","314","437","781","856","671","419","57","1"
"전라남도 나주시 성북동(4617055000)","8,189","8,189","441","870","1,134","753","1,126","1,424","1,258","734","393","56","0"
"전라남도 나주시 영산동(4617058000)","2,789","2,789","46","128","174","147","251","443","671","506","346","76","1"
"전라남도 나주시 이창동(4617060000)","3,153","3,153","95","154","289","268","340","553","654","493","260","46","1"
"전라남도 나주시 빛가람동(4617062000)","40,385","40,385","5,600","5,658","4,134","7,717","8,374","4,908","2,663","992","303","33","3"
"전라남도 광양시 (4623000000)","154,914","154,914","11,134","15,787","17,175","19,455","22,713","30,354","22,357","9,888","5,085","939","27"
"전라남도 광양시 광양읍(4623025000)","48,156","48,156","3,082","5,051","5,151","5,291","7,275","9,149","7,470","3,593","1,758","329","7"
"전라남도 광양시 봉강면(4623031000)","1,984","1,984","45","78","139","123","140","362","507","305","234","51","0"
"전라남도 광양시 옥룡면(4623032000)","2,837","2,837","44","93","174","125","181","527","758","472","389","70","4"
"전라남도 광양시 옥곡면(4623033000)","4,720","4,720","216","248","436","471","443","1,076","931","520","330","48","1"
"전라남도 광양시 진상면(4623034000)","2,502","2,502","32","65","116","102","147","476","617","489","382","75","1"
"전라남도 광양시 진월면(4623035000)","2,498","2,498","49","64","127","103","183","382","596","532","373","83","6"
"전라남도 광양시 다압면(4623036000)","1,603","1,603","22","64","74","63","102","278","460","282","226","31","1"
"전라남도 광양시 골약동(4623051500)","12,090","12,090","2,253","1,035","1,096","3,323","1,943","1,217","661","308","208","45","1"
"전라남도 광양시 중마동(4623053000)","56,985","56,985","4,431","7,054","7,270","7,872","9,733","12,107","6,046","1,702","662","104","4"
"전라남도 광양시 광영동(4623054000)","10,336","10,336","447","940","1,110","880","1,336","2,455","2,123","726","267","51","1"
"전라남도 광양시 금호동(4623055000)","9,737","9,737","486","1,028","1,377","1,007","1,077","2,053","1,833","719","135","22","0"
"전라남도 광양시 태인동(4623057000)","1,466","1,466","27","67","105","95","153","272","355","240","121","30","1"
"전라남도 담양군 (4671000000)","44,569","44,569","1,760","2,902","3,450","3,218","4,461","7,817","9,579","6,283","4,365","712","22"
"전라남도 담양군 담양읍(4671025000)","14,931","14,931","991","1,266","1,399","1,462","1,892","2,527","2,534","1,642","1,051","162","5"
"전라남도 담양군 봉산면(4671031000)","2,580","2,580","70","92","162","154","244","440","616","435","310","56","1"
"전라남도 담양군 고서면(4671032000)","2,906","2,906","65","141","175","185","201","504","753","527","306","49","0"
"전라남도 담양군 가사문학면(4671033500)","1,173","1,173","13","41","68","54","84","233","314","183","155","27","1"
"전라남도 담양군 창평면(4671034000)","3,502","3,502","68","252","239","191","305","600","834","572","377","63","1"
"전라남도 담양군 대덕면(4671035000)","1,835","1,835","44","90","134","97","125","343","504","265","207","26","0"
"전라남도 담양군 무정면(4671036000)","2,345","2,345","62","62","243","140","155","371","563","389","295","64","1"
"전라남도 담양군 금성면(4671037000)","2,427","2,427","54","83","158","124","215","402","584","411","331","62","3"
"전라남도 담양군 용면(4671038000)","1,758","1,758","49","62","90","102","152","313","424","331","206","27","2"
"전라남도 담양군 월산면(4671039000)","2,265","2,265","57","112","117","155","187","416","536","381","262","40","2"
"전라남도 담양군 수북면(4671040000)","4,753","4,753","168","344","382","300","497","927","1,038","599","420","75","3"
"전라남도 담양군 대전면(4671041000)","4,094","4,094","119","357","283","254","404","741","879","548","445","61","3"
"전라남도 곡성군 (4672000000)","26,548","26,548","748","1,567","1,811","1,606","2,421","4,537","5,851","4,043","3,224","722","18"
"전라남도 곡성군 곡성읍(4672025000)","7,618","7,618","343","641","606","617","934","1,289","1,380","978","668","159","3"
"전라남도 곡성군 오곡면(4672031000)","1,760","1,760","38","100","98","72","142","287","410","319","254","39","1"
"전라남도 곡성군 삼기면(4672032000)","1,613","1,613","16","60","89","64","95","261","392","306","257","71","2"
"전라남도 곡성군 석곡면(4672033000)","2,133","2,133","42","81","112","92","153","352","518","359","338","84","2"
"전라남도 곡성군 목사동면(4672034000)","1,297","1,297","14","36","52","57","77","202","354","240","226","39","0"
"전라남도 곡성군 죽곡면(4672035000)","1,872","1,872","36","53","107","97","104","317","488","340","273","54","3"
"전라남도 곡성군 고달면(4672036000)","1,080","1,080","23","29","48","64","58","159","280","194","188","37","0"
"전라남도 곡성군 옥과면(4672037000)","3,892","3,892","132","316","364","280","440","690","770","505","328","64","3"
"전라남도 곡성군 입면(4672038000)","2,252","2,252","40","124","181","114","188","466","478","309","283","68","1"
"전라남도 곡성군 겸면(4672039000)","1,595","1,595","21","79","70","77","122","274","389","258","237","65","3"
"전라남도 곡성군 오산면(4672040000)","1,436","1,436","43","48","84","72","108","240","392","235","172","42","0"
"전라남도 구례군 (4673000000)","24,002","24,002","764","1,570","1,548","1,261","2,235","4,299","5,304","3,684","2,839","489","9"
"전라남도 구례군 구례읍(4673025000)","10,301","10,301","484","925","849","702","1,222","1,888","1,928","1,310","841","149","3"
"전라남도 구례군 문척면(4673031000)","1,281","1,281","22","66","76","51","90","258","329","202","167","19","1"
"전라남도 구례군 간전면(4673032000)","1,399","1,399","23","52","84","54","97","244","331","247","231","35","1"
"전라남도 구례군 토지면(4673033000)","2,411","2,411","35","103","113","99","146","462","684","396","307","64","2"
"전라남도 구례군 마산면(4673034000)","2,373","2,373","50","152","136","104","227","406","543","401","292","62","0"
"전라남도 구례군 광의면(4673035000)","2,135","2,135","49","95","87","83","147","328","501","411","379","54","1"
"전라남도 구례군 용방면(4673036000)","1,304","1,304","27","43","74","50","120","204","287","234","226","38","1"
"전라남도 구례군 산동면(4673037000)","2,798","2,798","74","134","129","118","186","509","701","483","396","68","0"
"전라남도 고흥군 (4677000000)","60,100","60,100","1,907","3,261","3,237","3,095","5,091","9,367","13,428","11,047","7,996","1,618","53"
"전라남도 고흥군 고흥읍(4677025000)","12,377","12,377","817","1,335","1,163","1,146","1,647","2,095","1,962","1,329","731","145","7"
"전라남도 고흥군 도양읍(4677025300)","9,372","9,372","399","642","617","580","994","1,627","1,989","1,534","837","145","8"
"전라남도 고흥군 도양읍소록출장소(4677025400)","516","516","23","29","10","26","41","33","54","129","133","34","4"
"전라남도 고흥군 도양읍시산출장소(4677025500)","189","189","0","8","6","9","24","36","39","27","35","5","0"
"전라남도 고흥군 풍양면(4677031000)","2,877","2,877","37","68","87","92","199","395","690","671","514","119","5"
"전라남도 고흥군 도덕면(4677032000)","2,708","2,708","43","89","117","93","157","402","694","559","442","111","1"
"전라남도 고흥군 금산면(4677033000)","4,004","4,004","65","144","163","120","256","597","985","894","654","122","4"
"전라남도 고흥군 도화면(4677034000)","3,593","3,593","73","116","152","132","222","560","859","765","586","125","3"
"전라남도 고흥군 포두면(4677035000)","4,526","4,526","67","167","188","170","293","722","1,085","960","732","140","2"
"전라남도 고흥군 봉래면(4677036000)","1,808","1,808","41","63","72","52","139","260","446","377","312","42","4"
"전라남도 고흥군 점암면(4677037000)","2,537","2,537","33","78","80","85","141","377","663","544","433","100","3"
"전라남도 고흥군 과역면(4677038000)","3,043","3,043","56","94","127","116","186","482","772","611","495","101","3"
"전라남도 고흥군 남양면(4677039000)","2,166","2,166","41","101","70","80","133","299","586","463","314","77","2"
"전라남도 고흥군 동강면(4677040000)","2,885","2,885","79","95","141","130","203","421","721","587","413","92","3"
"전라남도 고흥군 대서면(4677041000)","2,081","2,081","36","54","78","74","124","289","562","424","374","65","1"
"전라남도 고흥군 두원면(4677042000)","2,825","2,825","41","97","90","76","152","391","649","628","583","116","2"
"전라남도 고흥군 영남면(4677044000)","1,187","1,187","28","33","33","52","74","172","277","262","210","45","1"
"전라남도 고흥군 동일면(4677045000)","1,406","1,406","28","48","43","62","106","209","395","283","198","34","0"
"전라남도 보성군 (4678000000)","37,149","37,149","1,186","2,245","2,242","1,987","3,281","5,973","8,052","6,269","4,910","978","26"
"전라남도 보성군 보성읍(4678025000)","8,415","8,415","495","756","755","719","976","1,437","1,490","1,008","658","120","1"
"전라남도 보성군 벌교읍(4678025300)","10,870","10,870","344","741","652","501","1,023","1,737","2,307","1,929","1,367","259","10"
"전라남도 보성군 노동면(4678031000)","1,062","1,062","17","38","48","37","74","170","242","196","196","43","1"
"전라남도 보성군 미력면(4678032000)","1,313","1,313","24","50","73","54","87","216","325","226","221","37","0"
"전라남도 보성군 겸백면(4678033000)","1,070","1,070","16","43","39","34","70","183","226","208","203","47","1"
"전라남도 보성군 율어면(4678034000)","1,122","1,122","18","59","47","46","80","183","246","198","218","27","0"
"전라남도 보성군 복내면(4678035000)","1,507","1,507","28","66","70","63","94","214","367","289","260","55","1"
"전라남도 보성군 문덕면(4678036000)","910","910","21","56","46","35","66","155","218","148","136","28","1"
"전라남도 보성군 조성면(4678037000)","3,387","3,387","80","138","157","149","257","517","773","670","528","113","5"
"전라남도 보성군 득량면(4678038000)","2,523","2,523","39","95","103","103","200","378","630","486","393","92","4"
"전라남도 보성군 득량면예당출장소(4678038500)","1,090","1,090","30","60","57","70","95","174","253","187","140","24","0"
"전라남도 보성군 회천면(4678039000)","2,851","2,851","57","120","147","132","204","463","719","523","402","84","0"
"전라남도 보성군 웅치면(4678040000)","1,029","1,029","17","23","48","44","55","146","256","201","188","49","2"
"전라남도 화순군 (4679000000)","60,737","60,737","2,563","4,824","5,861","4,645","6,631","11,158","11,617","7,191","5,336","892","19"
"전라남도 화순군 화순읍(4679025000)","39,123","39,123","2,162","4,061","4,756","3,578","5,183","7,621","5,971","3,431","2,059","291","10"
"전라남도 화순군 화순읍민원출장소(4679025100)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"전라남도 화순군 한천면(4679031000)","900","900","15","25","43","50","61","169","215","176","130","16","0"
"전라남도 화순군 한천면영외출장소(4679031500)","404","404","4","9","9","10","32","57","105","82","92","4","0"
"전라남도 화순군 춘양면(4679032000)","1,690","1,690","27","53","87","77","96","262","427","325","268","63","5"
"전라남도 화순군 청풍면(4679033000)","945","945","7","22","25","27","47","159","256","173","180","49","0"
"전라남도 화순군 이양면(4679034000)","1,699","1,699","26","38","94","83","96","250","438","330","275","68","1"
"전라남도 화순군 능주면(4679035000)","2,912","2,912","75","167","208","167","267","452","712","472","329","61","2"
"전라남도 화순군 도곡면(4679036000)","2,708","2,708","71","103","145","156","229","458","701","440","331","73","1"
"전라남도 화순군 도암면(4679037000)","1,347","1,347","19","54","59","50","69","212","359","241","249","35","0"
"전라남도 화순군 이서면(4679038000)","937","937","16","34","42","43","54","160","254","154","150","30","0"
"전라남도 화순군 백아면(4679039500)","1,510","1,510","19","57","52","62","71","226","419","288","270","46","0"
"전라남도 화순군 동복면(4679040000)","1,496","1,496","26","45","69","60","82","220","401","275","269","49","0"
"전라남도 화순군 사평면(4679041500)","2,096","2,096","41","54","116","120","132","357","578","331","320","47","0"
"전라남도 화순군 동면(4679042000)","2,970","2,970","55","102","156","162","212","555","781","473","414","60","0"
"전라남도 장흥군 (4680000000)","34,417","34,417","1,356","2,330","2,379","2,217","3,351","5,714","7,119","5,203","3,949","789","10"
"전라남도 장흥군 장흥읍(4680025000)","14,451","14,451","925","1,481","1,308","1,362","1,891","2,472","2,362","1,522","931","195","2"
"전라남도 장흥군 관산읍(4680025300)","4,460","4,460","103","232","230","197","343","672","1,070","860","620","129","4"
"전라남도 장흥군 대덕읍(4680025600)","2,988","2,988","80","139","178","145","226","509","682","521","438","69","1"
"전라남도 장흥군 용산면(4680031000)","2,082","2,082","59","80","91","97","164","285","522","382","335","67","0"
"전라남도 장흥군 안양면(4680032000)","2,608","2,608","53","109","128","128","210","435","629","492","333","90","1"
"전라남도 장흥군 장동면(4680033000)","1,122","1,122","19","26","46","50","72","166","289","212","203","39","0"
"전라남도 장흥군 장평면(4680034000)","1,946","1,946","42","59","121","71","120","343","434","333","360","62","1"
"전라남도 장흥군 유치면(4680035000)","941","941","6","19","46","28","43","198","281","156","144","20","0"
"전라남도 장흥군 부산면(4680036000)","1,324","1,324","21","48","70","38","93","239","275","229","250","60","1"
"전라남도 장흥군 회진면(4680037000)","2,495","2,495","48","137","161","101","189","395","575","496","335","58","0"
"전라남도 강진군 (4681000000)","32,169","32,169","1,376","2,170","2,224","2,133","3,070","5,111","6,807","4,907","3,696","664","11"
"전라남도 강진군 강진읍(4681025000)","12,811","12,811","802","1,227","1,215","1,127","1,564","2,118","2,272","1,433","912","137","4"
"전라남도 강진군 군동면(4681031000)","4,303","4,303","225","318","305","345","409","678","884","602","449","86","2"
"전라남도 강진군 칠량면(4681032000)","2,075","2,075","48","81","111","78","146","332","504","383","341","50","1"
"전라남도 강진군 대구면(4681033000)","1,017","1,017","25","39","40","37","74","156","245","218","159","24","0"
"전라남도 강진군 도암면(4681034000)","2,320","2,320","49","87","93","97","147","332","578","478","381","77","1"
"전라남도 강진군 신전면(4681035000)","1,625","1,625","42","75","56","55","123","238","411","326","251","46","2"
"전라남도 강진군 성전면(4681036000)","2,591","2,591","55","104","134","134","190","412","614","496","384","67","1"
"전라남도 강진군 작천면(4681037000)","1,708","1,708","47","69","68","81","102","248","415","329","281","68","0"
"전라남도 강진군 병영면(4681038000)","1,482","1,482","29","54","85","67","113","236","354","262","229","53","0"
"전라남도 강진군 옴천면(4681039000)","572","572","10","39","33","21","34","82","117","104","109","23","0"
"전라남도 강진군 마량면(4681040000)","1,665","1,665","44","77","84","91","168","279","413","276","200","33","0"
"전라남도 해남군 (4682000000)","63,002","63,002","2,638","4,533","4,372","3,943","6,541","10,549","13,280","9,529","6,538","1,056","23"
"전라남도 해남군 해남읍(4682025000)","23,500","23,500","1,661","2,697","2,403","2,151","3,301","4,203","3,627","2,130","1,134","189","4"
"전라남도 해남군 삼산면(4682031000)","2,700","2,700","50","110","165","138","193","472","686","511","321","52","2"
"전라남도 해남군 화산면(4682032000)","2,902","2,902","80","87","151","143","230","443","717","575","422","54","0"
"전라남도 해남군 현산면(4682033000)","2,615","2,615","50","99","125","90","173","407","691","500","415","62","3"
"전라남도 해남군 송지면(4682034000)","5,538","5,538","192","299","308","287","542","898","1,354","892","676","89","1"
"전라남도 해남군 북평면(4682035000)","2,506","2,506","39","106","152","93","178","400","590","499","397","52","0"
"전라남도 해남군 북일면(4682036000)","1,864","1,864","45","86","70","63","128","304","415","393","301","59","0"
"전라남도 해남군 옥천면(4682037000)","2,788","2,788","61","145","143","115","218","504","619","484","422","72","5"
"전라남도 해남군 계곡면(4682038000)","2,011","2,011","49","83","58","64","175","271","476","395","365","72","3"
"전라남도 해남군 마산면(4682039000)","2,228","2,228","47","124","91","101","189","362","488","440","320","63","3"
"전라남도 해남군 황산면(4682040000)","4,221","4,221","83","198","187","193","330","628","1,162","846","502","92","0"
"전라남도 해남군 산이면(4682041000)","3,351","3,351","103","159","182","157","307","530","802","601","429","81","0"
"전라남도 해남군 문내면(4682042000)","3,572","3,572","112","190","163","185","281","559","875","672","467","67","1"
"전라남도 해남군 화원면(4682043000)","3,206","3,206","66","150","174","163","296","568","778","591","367","52","1"
"전라남도 영암군 (4683000000)","51,261","51,261","2,320","3,900","4,429","3,800","6,602","9,392","9,658","6,085","4,283","772","20"
"전라남도 영암군 영암읍(4683025000)","7,743","7,743","394","702","698","580","956","1,308","1,442","948","586","124","5"
"전라남도 영암군 삼호읍(4683025300)","15,354","15,354","1,147","1,808","1,646","1,508","2,808","2,936","2,049","962","418","70","2"
"전라남도 영암군 삼호읍서부출장소(4683025400)","6,162","6,162","320","534","840","646","1,115","1,507","778","254","141","26","1"
"전라남도 영암군 덕진면(4683031000)","1,688","1,688","39","81","84","88","133","284","383","291","241","62","2"
"전라남도 영암군 금정면(4683032000)","1,968","1,968","26","51","88","83","145","359","497","354","304","58","3"
"전라남도 영암군 신북면(4683033000)","3,372","3,372","67","125","178","179","271","548","862","640","425","77","0"
"전라남도 영암군 시종면(4683034000)","3,236","3,236","94","97","162","162","273","488","834","603","445","74","4"
"전라남도 영암군 도포면(4683035000)","2,068","2,068","30","80","128","103","143","361","517","350","311","44","1"
"전라남도 영암군 군서면(4683036000)","3,020","3,020","55","127","200","131","231","511","736","490","446","92","1"
"전라남도 영암군 서호면(4683037000)","1,774","1,774","37","64","100","66","138","254","416","341","307","50","1"
"전라남도 영암군 학산면(4683038000)","2,806","2,806","77","143","214","145","218","506","616","476","352","59","0"
"전라남도 영암군 미암면(4683039000)","2,070","2,070","34","88","91","109","171","330","528","376","307","36","0"
"전라남도 무안군 (4684000000)","92,927","92,927","7,167","10,535","9,254","10,746","14,740","14,088","12,759","8,104","4,734","780","20"
"전라남도 무안군 무안읍(4684025000)","10,781","10,781","613","1,055","1,240","886","1,378","1,928","1,813","1,185","587","95","1"
"전라남도 무안군 일로읍(4684025300)","21,351","21,351","3,089","2,851","1,318","3,484","4,331","2,355","1,871","1,228","694","127","3"
"전라남도 무안군 삼향읍(4684025600)","5,054","5,054","107","247","371","309","428","935","1,303","812","455","84","3"
"전라남도 무안군 삼향읍남악출장소(4684025800)","33,352","33,352","3,006","5,452","4,477","4,987","6,844","5,107","2,219","869","334","56","1"
"전라남도 무안군 몽탄면(4684032000)","2,766","2,766","26","91","163","105","184","440","724","521","435","76","1"
"전라남도 무안군 청계면(4684033000)","6,307","6,307","108","347","951","372","584","1,040","1,340","910","558","95","2"
"전라남도 무안군 현경면(4684034000)","4,302","4,302","71","142","236","196","312","730","1,127","864","537","84","3"
"전라남도 무안군 망운면(4684035000)","1,784","1,784","37","55","94","90","138","306","463","362","205","32","2"
"전라남도 무안군 해제면(4684036000)","4,521","4,521","78","161","244","185","333","770","1,141","881","633","92","3"
"전라남도 무안군 운남면(4684037000)","2,709","2,709","32","134","160","132","208","477","758","472","296","39","1"
"전라남도 함평군 (4686000000)","29,913","29,913","913","1,768","1,964","1,779","2,726","5,074","6,583","4,748","3,691","650","17"
"전라남도 함평군 함평읍(4686025000)","8,170","8,170","393","715","702","637","978","1,426","1,451","994","760","111","3"
"전라남도 함평군 손불면(4686031000)","3,105","3,105","81","139","152","141","257","517","676","614","459","68","1"
"전라남도 함평군 신광면(4686032000)","1,692","1,692","35","58","93","87","134","246","440","300","252","44","3"
"전라남도 함평군 학교면(4686033000)","3,401","3,401","69","169","175","167","279","536","817","579","510","97","3"
"전라남도 함평군 엄다면(4686034000)","1,801","1,801","49","68","100","81","132","323","428","296","268","55","1"
"전라남도 함평군 대동면(4686035000)","2,945","2,945","57","203","199","164","196","518","664","486","387","70","1"
"전라남도 함평군 나산면(4686036000)","2,622","2,622","50","114","144","142","209","418","682","465","319","78","1"
"전라남도 함평군 해보면(4686037000)","2,672","2,672","68","120","179","164","235","461","668","405","309","61","2"
