id,comment
zizon_dino,"viva la vidaI used to rule the world난 한 때 세상을 지배했었어Seas would rise when I gave the word내 한마디에 바다가 들썩이곤 했었어Now in the morning I sleep alone하지만 이제 난 아침에 혼자서 잠을 청하곤 해Sweep the streets I used to own한때 내 것이었던 거리를 청소하면서I used to roll the dice난 한때 주사위를 굴리곤 했지Feel the fear in my enemy's eyes내 적들의 눈 속에 비친 공포를 느끼면서Listen as the crowd would sing:군중의 노래를 잘 들어봐:""Now the old king is dead! Long live the king!""""옛 왕이 죽었다! 폐하 만세!""One minute I held the key한때 난 열쇠를 지고 있었고Next the walls were closed on me바로 다음 순간에 벽들은 나를 가둬버렸어And I discovered that my castles stand그리고 난 알아버렸어 내 성은Upon pillars of salt and pillars of sand모래와 소금의 기둥에 지탱되고 있다는 걸I hear Jerusalem bells a ringing내 귀엔 예루살렘의 종소리가 들리고Roman Cavalry choirs are singing로마 기병대 악단의 노래소리도 들려Be my mirror my sword and shield나의 거울이 되어주오, 나의 검과 나의 방패My missionaries in a foreign field그리고 낯선 땅에 있는 나의 선교자들이여For some reason I can't explain난 왠지 모르게 설명 할 수 없어Once you go there was never, never an honest word그곳에 다다르면 절대, 절대로 진실된 말 같은건 없어That was when I ruled the world내가 세상을 지배했을때 말이지It was the wicked and wild wind사악하고 난폭한 바람이었어Blew down the doors to let me in.내가 들어 갈 수 있게 문을 부숴준건Shattered windows and the sound of drums부서진 창문들과 북소리들People couldn't believe what I'd become사람들은 나의 변한 모습을 믿기 힘들어 했지Revolutionaries wait혁명가들은 기다리고 있지For my head on a silver plate은쟁반 위에 올려진 내 머리를Just a puppet on a lonely string난 그저 외로운 줄에 달린 꼭두각시인걸Oh who would ever want to be king?그 누가 왕이 되고 싶어할까?I hear Jerusalem bells a ringing내 귀엔 예루살렘의 종소리가 들리고Roman Cavalry choirs are singing로마 기병대 악단의 노랫소리도 들려Be my mirror my sword and shield나의 거울이 되어 주오, 나의 검과 나의 방패My missionaries in a foreign field그리고 낯선 땅에 있는 나의 선교자들이여For some reason I can't explain난 왠지 모르게 설 할 수가 없어I Know Saint Peter난 알고있어 성 베드로가won't call my name Never an honest word내 이름을 부르지 않을 꺼라는 것을But that was when I ruled the world내가 세상을 지배했을때 말이지ooooo ooooo ooooo oooooo oooooI hear Jerusalem bells a ringing내 귀엔 예루살렘의 종소리가 들리고Roman Cavalry choirs are singing로마 기병대 악단의 노랫소리도 들려Be my mirror my sword and shield나의 거울이 되어 주오, 나의 검과 방패My missionaries in a foreign field그리고 낯선 땅에 있는 나의 선교자들이여For some reason I can't explain난 왠지 모르게 설명 할 수가 없어I Know Saint Peter난 알고있지 성베드로가won't call my name Never an honest word나의 이름을 부르지 않을 꺼라는 것을But that was when I ruled the world내가 세상을 지배 했을때 말이지Oooooh Oooooh Oooooh"
이승헌-d1l,day6 welcome to the show 무대보고 오신분!
오미현-k1q,북치는 아저씨 짱
박현민-h1g,레전드
NewJeanwoos,콜플 이후에 락밴드의 계승자가 나타나지 못한 것 같아 아쉬워요...
띨빵이-s7x,이걸들으며 롤을 했더니 자신감이 생겨 0/8/6이 됬습니다 감사합니다
고구마-i7m,long live the king!
LEK-0525,His voice
이경호-w7p,호흡조절하며 뛰는 프로중에프로~
비틀매니아,내년 4월 내한 진짜 가고싶다
프랭크램파드-x4r,2022도 왔습니다
김백수-o1z,넘귀염
jinasoung3552,이음원 다운로드 받고 싶은데 어디서 살수 있어요?
kihyuki,내한 기념 들으러왔습니다...
soonsangryu1421,이노래겁나좋아
도롱-h9i,힘내쟈
Paul-p7d2w,저기서 키보드 세션으로 연주하면 얼마나 벅찰까…. 큰 무대에서 연주해보고 싶다
이혜숙-l6i,너무신나는 노래
가수는노래를잘해야한,영화번역가 황석희님은 뭐예요? 가사번역을 황석희님이 했다는건가?근데 가사가 왜 이러지 영화 ost 너낌
razeracti,댓글중에 '라뗴는 말이야를 간지나게 말하는 법' 이라고 했던 댓글 있었는데 어디감? ㅋㅋㅋㅋ
sionjoe4223,라이브 쩐다.... 저렇게 움직여도 흔들리지 않아
cloud-qh4kt,"I used to rule the world Seas would rise when I gave the word Now in the morning, I sleep alone Sweep the streets I used to own I used to roll the dice Feel the fear in my enemy's eyes Listen as the crowd would sing Now the old king is dead! Long live the king! One minute I held the key Next the walls were closed on me And I discovered that my castles stand Upon pillars of salt and pillars of sand I hear Jerusalem bells are ringing Roman Cavalry choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain Once you go there was never, never a honest word And that was when I ruled the world It was a wicked and wild wind Blew down the doors to let me in Shattered windows and the sound of drums People couldn't believe what I'd become Revolutionaries wait For my head on a silver plate Just a puppet on a lonely string Oh, who would ever want to be king? I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world Oh, oh, oh, oh, oh I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world"
awdndjen12ed,운동할때 스타트로 끊는 곡
반현철-q2x,최고의 엔딩곡
나무늘보-v1y,감성폭발
정현석-y8s,이 노래는 아무리 봐도 떼창있으면 400프로 버프 된다는 말이지..물론 떼창 듣다 음반 들으면 뭔가 부족함 ㅋㅋㅋ
islandnew4403,한국에서 절때 하면 안됨저 함성과 다물고 있어야할때 구분하니까 몇배는 웅장해짐 한국이였음 돼지 멱따는 소리부터 노래만 방해하고 있을꺼임
유예우-v6z,이건 라이브가 국룰이다
공B,Long Live the Queen!
hanalu5502,어바등보고 궁금해서 왔어요 이노래구나..ㅋㅋ
II11lIIIl1ll1IIIlIl,진짜 저기 있는 사람들 ㅈㄴㅈㄴ부럽다....
어쩔티비-f3w,이 노래는 뭘 의미하는진 모르겠는데 참 좋단말이야
하이여-h6i,멋찌다 저 함성도 뮤직비디오 저리가라네
임지니-l7l,무한반복중! 종소리가 귀에서 계속 나는 신기한 경험
nature9857,저기 있으신분들 부럽 낭만 개지린다
jasonseo1862,어밴져스 또 봐야겟다 이말 인정 하먼 눌러
하리하이,여러분……아직 보러갈 수 있음 취소표 나와서 포도알 몇개 아주 조금 남았어요! 빨리 예매하세요
luckguy8376,그냥 신나고 축제내 완전
jealousy1735,와 레알 영상 처음부터 소름돋네
사과-k1k,근데 저 대머리분 대단한게 처음부터 끝까지 계속 북을 치고있어... 엄청 힘들텐데 저거
재민김-k5v,"날개야 다시 돋아라.날자. 날자. 날자. 한 번만 더 날자꾸나.한 번만 더 날아 보자꾸나./이상 - 날개"
penguin7863,인류가 만든 노래 중 최고의 노래로 손꼽히지 않을까 인생에서 단 한 노래만 들을 수 있다고 하면 단언컨데 이 노래를 고를거
스위스-y2l,아직도 보고있는 사람
anio3342,나도 남준에게 전하는 글이 단어 하나하나 너무 이쁘고 이룬 글들이 하나하나 너무 감동이었는데  왜 남준이 응원했는지 알겠어요 남준 마음이 내 마음이고 이 노래가 노랫말이 너무 이뻐요
cdh8208,그냥 그런 인생들에게도 노래듣는 순간만큼은 정복자라느니 왕이라느니 나불대게 해주는 노래.. 댓글들보면 알잖아 ㅋ
천지인-g5p,우리는..
유튜브보는개백수,이게 벌써 4년전 영상이라니
미스조-u5o,전 이게 새해의 첫 곡 이메요 조금 튀햇는데 모두 새해벅 많니박으세여 ㅎㅎ
user-asdghbj,지린당
호그와트졸업생,예루살렘의 종소리 할때 은은하게 종소리 들리는게 날 미치게해 ㅠㅠㅠ
no5413,노래좋당ㅎㅎ
차호박,역시  영미얌
cjeixhalapeg1,"3:13 이 한 순간만으로도 크리스마틴은 인생 여한이 없겠다. 이런 감동과 전율을 온 몸으로 느껴본, 그리고 앞으로도 느껴볼 수 있는 사람이 몇이나 될까"
김해양-b4y,나도 이런 콘서트 한번 가볼수 있을까? ㅋㅋ
뿌뿌쀼쀼,ㅋㅋㅋ신랑 입장곡 1위 크.. 미친 웅장함
양혜자-x8k,2025 '4월  아쉽지만 티켓 성공 못했어요''그래도 콜'플 화이띵~~~
아잉그건나도모르겟엉,Aㅏㅏㅏㅏㅏㅏㅏ 우린 비바라디다 우린 비바라디다ㅏㅏㅏㅏㅏ
imjmwdp1,캬
highhigh2620,요즘 듣기 좋은 노래
stonespirit.,이게 실제 콘서트 영상인가요?
mmm-hd1lz,분위기와다르게 가사는세상을 통치하던 몰락한왕의 회환이 닮긴내용
hhh0h0,내인생곡.. 바뀌는날이 오긴할까
khs8039,뭔가 우울증을 떨쳐버릴 것 같은 노래
효쭌맘,나에게 필요한 그산
leesss2825,아 와 진짜 미쳤다.....
vs2446,저기 장소 어디임?
테프니트,그 댓글 보러왔는데 묻힌건지 삭제한 건지 다른 영상인지 모르겠네라떼는 말이야를 간지나게 표현한 곡이라는 글..
오유미-t5b,웅장이 가슴해진다 ㄷㄷ
황서현-y6l3h,인생이 한편의 영화라면 엔딩곡으로 나올 노래
365일-f9x,이거 틀고 공부하거나 일하면 뭐든지 잘할것같음
검하늘,저 때가 좋았어
요-y5j,티켓팅성공~
boocdl625,"voice, sound, beat, meaning of the lyric and human DNA"
Han-wl7tl,0:10 에서 뭐라고 말하는건지 아시는분 있나요?
HW-B-,이 노래는 라이브가 훨씬 더 좋은듯...
Yeroronggu,황석희 번역가님 번역은 진짜…언어능력이 어느정도까지 경지에 달하면 저렇게 번역을 하나요…나는 생기부 하나 쓸 때도 어버버 거리던 애였는데..
polaris9181,때창이 가장 잘 어울리는곡
91-yo6um,들을 때마다 보에티우스가 떠올라요
TubeBet,이름 기억 안 나서 로마 기병대 친 사람 개추 ㅋㅋ
keyof15,역사상 첫 구속 기소 2025년 1월26일
좋은생각-p9l,굿~~
o대영제국o갓본o,진심 멋지다
user-nb9qy1jo5t,와 지린다
메똑츠,2024 에도 명곡
김소연-t5n7p,헐 저기 끼고싶다
차호박,가사가 죽인다^^*@@@@¤¤¤☆!
jindao600,왕이 방탄과 협업이라니..감정이 복 받친다..그리고 그 왕은 우주까지 정복해버렸지
LegenDofManA001,가사가 진짜
galler7408,아직 듣는사람 있나?
hjinii,남미 분들도 흥이 장난 아니네요
제형-k9s,2022년 출석하고 간다
해피이락,너무 이뿌다 한국에서의 공연도 이뿐 편집 부탁드립니다
randy7619,시대란것이 참   무명이  사체 바닦에서 살아가네요  인생 참 희안하죠
kkolzi,어우...소름
user-zq9oq7db6w,전세계라이브 가나요?
수강화학,위닝 kt~~~
이준우-s4g,2022년 첫 유튜브& 첫 노래
heavenlymelody-km6iw,누가 셱스피어의 후손 아니랄까봐....기독교 역사가 다 들어갔네...콜플 듣는 이유!! 팝하면 젤 먼저 생각나는 보이스...
JM-yl8dt,영국이 음식이 맛이 없어서 그러지 음악만큼은 정말 좋아~~ 특히 밴드들~~~
ragenka77,스포츠 음악으로 베스트일듯
ksiduhrbrh,조선이었다면 온갖 떼창에 가려져 들리지도 않았겠지? 딱 오오오 할때 떼창하는거 얼마나 듣기좋냐
하늘-e3l,여기서 우리가 느껴야 할 부분은 노래 부르는 사람도 아니고 관중도 아니고 기타 악기치는 사람이 아닌 제일 박자도 안놓치시고 개빡쌔게 1:53 북 두드리는 형님임..
임지원-b9q,"7월혁명보단 2월혁명을 모티브로 한 것 같음들라크루아 그림은 7월혁명이긴 한데, 시민의 뜻에 따라 영광스럽게 즉위한 왕이 시민의 손에 의해 끌려내려오는 게 더 이 노래랑 맞는듯"
서서-p2h,혹시 이런 노래 더 아는 분들 있으면 추천해주실수잇나요..노래좋다
bokuwahiroto,화려한 청춘이 기다리길
songkw5888,누가 그랬는데 이곡 인류 대표곡이라고
greenddackji,쿠팡보고 뽕차서 보러옴 ㅋㅋ
5sumin-u8l,2025년 4월 딱대!
권오-q7v,굳보이즈
최승원-t6e,이 명곡은 나 '최승원의 마음을 울렸다'
jsjsjdjeek,워어어어어어 워어어어어 팝송 치니까 나옴 개꿀 ...
zxc-hf4be,4월 티켓팅 성공한사람 개추
최영희-i7b,진심은통하는것일까
goodnesslee7476,회사에서 점심 먹고 우울해서 댓글보려고 재방문 ~!! 재치쟁이들
miaj2214,우리나라 이번정부 맞는 시민들의 맘이네 5년 어찌 참냐!!
도리차-v3g,콘서트에서 떼창하기 가장좋은 노래
_kr5697,PUT TEA IN 곡은 이미 연주중이다
다리장인-d2f,관중들이랑 같이불러서 더 완벽한듯
장대한-z3o,
Jjuccumi,왜 난 슬플까
김스피드-y8i,멋지다
dlwldnjs1215,2:10 찍히면 갑분싸
jin-o5v,언제인가요
엘사-y4d,어디 공연일까
HWANDOL-2,이거들으면서 설거지하다가 두들기다 접시 깨졌다
이진형-u4g,나만그런건지 모르겠지만 검나 웅장하다
jamonda-y7d,가슴이 웅장해진다
겸겸-q1c,3:00 자아~ 다 같이 빅수주세요~
jjkim3643,2017년 잠실에서 내가 저걸 했지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
옥동자-k3p,오.주여....
beeto2298,Msg sphere 기다려 콜드플레이가 간다!!
isung0504,아니  깔별로 ? ㅎㅎㅎ 자신감   자존감 갑!  쌉인정입니다
YeonGun123,대머리 아저씨 박자 레전드다.. 진짜..
푸주-n6c,나 인문학 동아리 할때 강사분이 틀어주셨는데 어떤 화가랑 관련이 있고 그 화가는 어릴적에 교통사고를 당했어 아마 특징은 일자눈썹인데 누군지 아는사람 대댓 달아주면 고마울거 같아
Sunny-hy4de,GOOD
박서연-b6s8r,가고싶다
슈지쿨,앗 내 인생노래
b.c4577,0:30 아져씨 겁나 웃기넼ㅋㅋㅋ
언젠가,영화같다 진짜
맥반석-z3k,이거 라이브였음???ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
CMC93.7.15,자신을지배하는자세상도지배할수있다
O_OLE0,2:08 ㅋㅋㅋㅋㅋ어떤 영상 댓에서 여기 누나는 똥을싸 냄비에~ 이런댓 봤는데 그 이후로 글케만 들려ㅋㅋ
라라사-q4n,전세계 스탠다드가 있어야한다.저런자리에서 지키는 질서 등등
두대발,헬스장에서 나오는 노래  용기를 불어넣는다.
이준호-u6i,저거 이후로 빌보드 1등 못했죠ㅠ 하지만 2021년 아미와 콜라보로 결국 이뤄냈죠 ㅎㅎ2017년 Something Just Like This 빌보드 3위
Sangja_,뭐야 그 댓글 어디갔지외국에서 인생이 비디오게임이면 이 노래는 엔딩크레딧 노래라고 했었는데
seoart,??:Ah~우린 비바라비다 비바라비다~
madennnntirx,어떻게 이런 노래를 만들었을까
luk3876,"1:29  미친건가 연출,,"
eejleeworks,2024년 첫 곡으로 들었습니다 :)
누구인가요,세계의흔들림이노래의강함
gosarimuchimmarlin332,시험 끝나고 집 갈 때
bestsong013,노래 부를 때 끊어서 부르는거 나만 느끼나
jiwonjang6689,개지린다그냥
berk0876,흰티셔츠 멋지다
o6974,관객와우 대박
나비-e4s6u,"시험기간 도서관,독서실에서 집갈때마다 들었던 노래.."
한경택-l1y,종 저렇게 맛깔나게 치는사람 첨봤네
zumukgogi,콜드플레이도 나중에 퀸처럼 영화하나 만들자
healer-o3,끝음을 왜 버리는(?)거임???
jungwon9251,인생만세
갓지서,아제발 한국에 와주세요
Jm-rr4xk,공부하기싫을때마다 보러옴
user-oo4qe1yf5m,1층 명당 p석 남는거 2개 있는데 양도받을 사람 있음? 원가양도!!
worldtravelerkim,이 곡은 윌 챔피언이 70%
손순용-s4t,이거 요즘 영어 시간에 배우는데
쉬는시간-f7r,2024.07.20
태양-p5p,하나님과 예수님깨서...너무 좋으시겠어요~~이노래가....
lllIiiIIIlllIii,스파이더맨 노웨이홈 번역하신 분임?
zu292,이게 바로 21세기 버전 위아더웧드지~
윤그린나이트,이노래를 들으며 걸으면 창공을 훨훨 날아가는 독수리가 되는 기분영원하라 콜드플레이
꿀고구마-x7s,태버 보고 온 사람 손
hins5897,2024?
폴드3,때창 소리가 지려
kim6978,이보다 영화같은 노래가 있을까? 노래가 영화한편같다.
탕수육은부먹-y5y,대머리 아재 북 존나 찰지게 치네 ㅋㅋㅋㅋㅋㅋㅋ
김양훈-f1u,대머리아저씨가 드럼치고있을때 손을 넣었을때 다치면 콘서트 어떻게될까 라고 했던 댓글을 어디갔냐고 했엇는데 그댓글은 또어디갔지..
하늘j-b8w,노래에 다 있다는 하이라이트 부분이 어떤 부분인지는 모르겠지만내 귀에는 모드 부분이 하이라이트다
C.O.M.,홍진영 비바라비다 보고 온 사람 손
Yona42,이분 내한 하셨었나...만약 안하셨으면 해주셨음 좋겠다
남규민-h3z,아니 2:08누가 누나는 똥을싸 냄비에라고 했는데 계속 그렇게 들려서 개웃긴닼ㅋㅋ
실명전사신동빈,가히 압도적이다
Ajinyy,"""전역할때 집가면서 듣고싶은 노래 1위"""
개랑이-g8l,옛날 댓글에 누가 박근혜 전지적 시점 이라고했었는데
o.wh3n982,버즈 있으신분 360 오디오 키고 봐보세요미쳤어요 ㄷㄷ
민지-b7p,we r qween of death yeh
remote-fairy,ㅋㅋㅋㅋ 비디터에서 보던 댓글이 여기 와있으니깐 신기하네 ㅋㅋ
sesam_2,막콘 드가자~
날개를피다,이노래를 왜이제서야 알았을까
김규민-h5f,이게 벌써 3년전임
우왕-x4u,윤석열이 탄핵당한 순간 들으면 짜릿할거같다
rey-u4u,제발 콘서트 해주세요
꿍이-u3u,자야되는데 나도모르게 들썩들썩 거리게 되네 ㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
Kinksjenen1,하아 코로나 씨발때문에 젊었을때 아무것도 못하는게 너무 싫다
InK_row,"""누가 왕이냐? 내가 왕이다!"""
Sapporo-9,제목 까먹어서피쉬앤칩스 치고 영국인거 알고 찾아왔습니다
TV-jw1ry,이게 노래지 요즘 노래들은 음악의 진정한 의미를 상실함...한국의 kpop에는 음악이 주는 감동이 없음...
용찬우-6974c8,"타락한 성공에게 희망을,우리는 위대했음을"
yongzzang_,와~ 포레스텔라도 콘서트에서 부른 노래다.
gwk7414,윤석열 만세!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
젤리-l1r,화려한 군침이 나를 싸악 감싸노
i_love_frog,웅장해진다
w-rabbit,노래들으면 선수도 아닌데 월드컵에서 골넣을수  있을거같다
GAY-BAY-BO,아아 우린 비바라비다 우린 비바라비다
jinstory127,이 노래를 듣고 제 손에 있던 꼬깔콘이 왕관이 되었습니다
shawnkim8542,"Thank you Lord Jesus Christ.  All the music in this world that has existed, and is existing truly means that Heavenly Father's Will be done on Earth through the son Jesus Christ, by the power of The True Holy Spirit. I declare, proclaim, and pray to Heavenly Father in Yeshua Christ name. Amen."
저승사자-k3v,난저 달걀 아재의  북소리와 종소리가 너우좋아~
라라사-q4n,"Freedom is not FREE ! 자유의 맛이란, 쓰고 달구나."
오블리비언,올림픽 월드컵에 어울리네 인류애 넘친다
TourLeader-pArk,가사뭐지
김경주-f7g,"I love this song, and heared in paradise hotel as tranee!!!!!"
user-os9ik2oc1p,이 가사는 뭐지 ㅋ
하나서-o5j,이거 처음 들었을때가 초딩시절 무너진왕국 마크뮤비로 들었던 노래...
정권교-q6r,북 쩐다.
synee122,코로나끝나면 진짜 저런곳 가서 미친듯이 사람들이랑 뛰놀고 싶다
유니-m8p,아니 쇼미 비바라비다를 치니니까 이게 나오네ㅋㅎㅋㅎㅋㅎ
감사합니다고마워,이거 워어어어어어ㅓ 팝송 치면나옴
이재경-r7h,곡도 웅장한데 떼창도 웅장♡멜로디가 어쩜 이럴수있나여?최고 최고나도 떼창하러 가고싶당~~내년 오시나요?아프지말고  얼릉 와주세요
뭘봐-g9p,3:13 버즈 프로 360오디오 켜고 들으면 ㄹㅇ 쌉니다
whiterandy8046,어쎼신 크리드인가....?
kimsangsu1004,Long live Korea🇰🇷
tomanman7246,마치 기독교 문명의 승리를 말하는 노래랄까
서울사람-b6k,마치 성경속의 한 장면을 보는것 같다
임시노,Baba Yetu가 인류의 엔딩곡이라면 이 곡은 인류의 오프닝 곡이 될 것이다.
Jotmanyee,중간중간에 관객 비춰주는거… 되게 가사에 나오는 민중들 같아서 소름돋음
everyellow1977,누군가 영국을 입으로 삼키기보다 뱉기를 선택한 나라라고 했지
Merong1481,이 아저씨 땜에 역사에 별로 관심없던 내가 프랑스 역사까지 공부함 ㅋㅋ
듀스시스트,이곡은 문화재로 지정해라.
R5dongja,인류의 흥망성쇠를 담은 노래
우왕-x4u,시진핑에게 가장 선물해주고싶은 노래
보스-b7j,viva la viva
앤-f1f,
김수아-z8h,슈밴보고 보러옴
박성민-m8h,오늘은 대체공휴일 ㄴㅇㅅ
새타니,그 댓글 어디갔냐 2:12여기서 손 맞아서 으아악!!! 하면서 쓰러지면 갑분싸엿을텐데 하던글 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
안녕-y3l9n,한국 내한 공연 국뽕 차서 봤었는데...여긴 더쩌네.
송샤이,어으 닭살
박덕춘,이사람들이 그 유명한 콜드플레어인가요
ProperNouns,와
moondain,외계인 오면 들려줘여하는 노래임.
boxmagic91,2:10 나쁜손(?)에 놀란 드럼형님
하트-t4q,️
hyp-nr6wo,25Mㅊㅊ
O_young1226,이거 라이브지 당연히 콜드 플레인데 ㅋㅋㅋ
koreanhercuIes,만약 내 인생이 4분 남았다면 이 노래를 마지막으로 내 삶을 끝낼거다.
조여진-b4w,떼창의 좋은 예
코마비,지구 엔딩날 어울릴 노래
김구나-n7u,브라질 개쩐다...ㄷㄷㄷ
sehwarous,가사를 보면 영화 마지막 황제가 떠오름.
서서-p2h,1:00 여기 뭔가 좋음
gantry82,어떻게 따라 부르는걸 참을수 있지??
suzan3783,나는 크리스마틴의 덩실덩실 막춤이넘나 사랑스럽다~
rampre_328,He made a people one.
jwjwcw,대머리형님 칼박에 칼리듬 오른손 아프실 것 같아요.
byeongkukjeon3352,음원이랑 너무 차이나넹
이리카-m2k,와 이나라에서 총기사고안난게 기적
nox1609-z2n,이거 혼코노하면서 열심히 불렀는데 ㄹㅇ 뽕차더라
박민근-i6l,조조에게 들려주고싶은 노래
kh78_,북치는 아저씨랑 같은 템포로 책상을 주먹으로 치다보면 저 아저씨의 위대함을 새삼느낌...줜내 아픈데 어케했누...역시 머머리의 딸근...ㄷㄷ
닉이-c6b,티케팅 실패로 B석 ㅜㅜ
참새-i1d,왕관 퍼포먼스는 길이 남을 퍼포먼스다....
양심적행동하는지성,Let's go for Korea's good win!! 🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷           한국의 좋은 승리를 위해 가자!! 🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷
Believe_Faker_the_God,롤하면서 들으려고 틀었는데손가락이 아닌 몸이 움직이고 있었다
interesting7520,아아...
user-bb3tz2ur6e,보우소나르를 이긴 룰라의 브라질 국민에게 이 노래와 함께 경의를 윤석열 탄핵시키고 콜드플레이 초청 이 노래 시민들과 떼창을 원한다!
핑크공주벌탱이,이노래 가사가 푸틴의 상황이되길
유은희-v2z,
kimsangsu1004,대한민국 만세🇰🇷
Shallow._.,2:11크리스 마틴 : 쇽샥!윌 챔피언 : ?!
아이유는개팔아요,이 노래는 문명 문화승리 같아.
김나운-y6p,문재인포함 신나치즘들이 들어야될 노래.
reminseo,한 편의 영화를 본 느낌이다
송지훈-o5q,가사는 그렇게 비통할 수 없는데 노래는 월드컵 우승팀 퍼레이드할때 나올거 같은 노래임 ㅋㅋ
낚시빌런-u7i,판판판판판
이종문-l4j,2:11 오~?
plzdbr5826,북치는 아저씨 멋지다
이찬우-d6f,콜드플레이
현-e7g,우리나라에 다시 와주오.
padopado3314,4년 반 뒤에 이 노래를 즐겁게 들을 날이 오기를...
ミンウイ-m8o,이방의 내 선교사들이여~~
w00min-J,2023년 에도 보는 사람 손?
간바이이이이,나죽을때 이노래틀꺼임
감자가뿅,1:51 여기 왕관 벗어서 내려놓는거같음
fromcmk33,Revolutionary. My head on silver plate 돼지머리
lHarryKanel,2023년 ️
happy0915puppy,마스형이 껴서 라디오에서도 좀 틀어주면 빌보드 1위도 ?
pfdl3doos2vxz,개같이 성공ㅋㅋ
임준식-t2d,층간소음보복엔 이거죠~
user-ig9lh3tx7d,Ah ~ 비바라비다 우린 비바라비다
정진형-f5s,드럼: 캐리요
manmanmanmanmanman9988,참 신기하긴함 옛날에는 둘러앉아서 나무를 막대기로 치고 노래하면서 만들어냈던것이 이렇게 발전했다니
Anonymous_donors,언젠가 페이커가 은퇴하는 날이 오면 이 노래를 들으며 회상에 잠길것 같다...
쒸빠빠,코로나 없는 세상이 오긴할까 ㅜ
mulbono7546,대머리아찌 지리는점엇박이랑 정박 동시에 함
박주원-j8w,->
휴다-q5f,인류사가 한편의 영화라면 엔딩 크레딧 올라갈 때 나올 노래
asdfmpml,2:10 장난쳤는데 놀래네 ㅋㅋ
아름답진,브라질은 최고의 열정을 보여줌~BTS도 상파울루 공연을 최고로 잊지 못한다했지~젊음을 발산할수있는 날이 빨리오도록 질병아 사라져라
johnfreddy2928,네로황제의 이야기를 노래로 풀어낸거같군요
냥토리-q4z,ㄱㅎ 탄핵때 유행하던 노래  캬!  ㅌㅎ이즈 컴잉~~!!
user-yz9fw8dr8d,이게 그 태버 비바라비다인가
재훈박-t9z,해리 케인 폼 미쳤다
TV-nt1ck,우와노레가종아용
정다운-b4f,이노래를 처음 들었을때 도박마라는 만화의 한장면이 생각났었는데...
joerandom435,김정은이 꼭 들어야하는 노래
김희성-q9q,"""전세계를 내가 지배한다."""
TheJungwoon,???이노래 뭔데 조회수 3천만이나 넘냐? 이거 다 한국에서 나온 조회수냐? 아이브 보다 유명함?
조용석-e8q,너무쩔어서 말은안적을 아쩐다 난넝수좋앗어
saxophone4881,댓글 보고 계신 이씨 고모 찾습니다
Moonjaein3,나의 꿈 교사가 되어 다시 오기를
사랑해요-w2y,할렐루야
훈님-k3j,"01:50 아, 왕관 벗네..."
그냥그냥-w6m,자 이제  everybody wants to  rule the world 들어보세요
이즈뽕,역시 같은 노래도 울나라에서 부르고 떼창하는게 더 신나긴하네
유영민-k4m,이노래가 이번 세기 안에 촌스러워지는 날이 올까요?
찰시떡,크리스토퍼 놀란 ㄷㄷ
사과드링크-i4m,참~~노래는 좋아 역대급이여라이브는 개판이지만
geumhyangok8107,한국에서의 떼창의 웅장함이 느껴지진않네....
milk0m3d48,2:10 ...?
이현수-m7p,"조회수 19,671,481회 2021.12.12"
gmh5817,https://youtu.be/Ek9LHfsDfL4원본 영상 자체는 내한 공연 당시에 찍은것 같네요 굿굿
허용호-b7u,무교도 신성 기독교로 만들어버리는 노래같네
user-chuchukim,브라질 부럽
kjh7425,한곡갑
김민주-f9o6n,요즘 이노래 들으면 오승환 생각난다....
CMC93.7.15,
jessicakim146,ㅇㅜ왓/////
심윤섭92,
imk1596,
qidh0817,한국엔 방탄이있지만 미국엔 팝송이 살아숨ㄱ쉰다
김명환-d9m,프로파일러
줄게내갤럭시-t3g,"""Latte is horse"""
끌꿻,스탠딩 200번대 부러우면 개추 ㅋ
yeondalrae,언제들어도 심장떨림
user-rm7qt2py1o,죽기 전에 한번은 가야한다 ㅅㅂ
userunbubble,워터멜론 가게 이름이 여기서 따온 거구나
푸틴-r2s,러시아 패망하고 전세계라이브하면 개지리겠다
니로-o1u,이 노래의 의미가 뭐임?..
phw6274,내한 시바 왜 안갔지
차호박,🇳🇮🇨🇦🇧🇷🇨🇲🇬🇧🇦🇺🇺🇸🇺🇸🇺🇸가사가 죽인다 죽여  ^^
myungkeunchoi9223,민중을 통제하는 권력은 오래갈수 없죠
